customer_id,customer_name,email,region,signup_date,segment
406,David Jones,kristin00@example.com,South,2025-06-11,Wholesale
407,Tracy Wilkerson,wmacias@example.net,East,2025-03-06,Enterprise
408,John Shields,franciscojones@example.org,East,2024-11-01,Retail
409,Dean Garcia,george62@example.net,South,2023-11-25,Retail
410,Stephanie Davis,bbush@example.net,West,2024-04-13,Retail
411,Jessica Brown,jamie36@example.net,Central,2025-12-08,Retail
412,Monica Baker,kenneth10@example.com,East,2026-01-05,Retail
413,Katherine Brown,pattersonkelly@example.net,Central,2026-03-29,Retail
414,Christina Johnson,daniellerowland@example.com,Central,2024-01-27,Retail
415,James Burns,christopher86@example.org,South,2025-02-27,Wholesale
416,Jaclyn Griffin,scott43@example.com,Central,2025-12-24,Retail
417,Paul Contreras,barnettlindsey@example.com,South,2026-02-02,Retail
418,Antonio Hughes,rsheppard@example.com,South,2026-01-06,Retail
419,Karen Miller,shawrachel@example.net,North,2026-06-18,Retail
420,Mrs. Tiffany Cole,,South,2024-04-16,Enterprise
421,Rhonda Martinez,rmiller@example.com,South,2024-06-09,Wholesale
422,Lori Flowers MD,millerangela@example.net,West,2024-12-19,Enterprise
423,Kelly Stark,buchanancindy@example.net,North,2025-05-13,Wholesale
424,Chase Knight,buckleyanna@example.org,East,2024-10-18,Enterprise
425,Sheryl Humphrey,patrick79@example.net,West,2025-08-04,Enterprise
426,Donald Thomas,vwilliams@example.net,Central,2024-08-04,Retail
427,John Adams,andrew44@example.com,Central,2025-09-02,Wholesale
428,Melinda Compton,dennismccann@example.com,North,2024-12-11,Retail
429,Jason Brewer,scottmcintyre@example.com,West,2025-08-22,Wholesale
430,Sharon Nicholson,cameronmckinney@example.com,West,2024-02-27,Enterprise
431,Kelly Carroll,jameswhitaker@example.org,North,2024-08-22,Retail
432,Anthony Ward,joshuacolon@example.net,South,2025-04-08,Retail
433,Becky Johnson,tracy72@example.com,Central,2026-01-28,Enterprise
434,Hailey Monroe,kaitlyn14@example.org,East,2025-03-23,Wholesale
435,Scott Chan,mercedesholland@example.net,Central,2024-06-17,Wholesale
436,Jason Smith,wellsdavid@example.org,Central,2026-02-19,Wholesale
437,Courtney Franklin,jennifer46@example.com,North,2025-01-23,Enterprise
438,Daniel Turner,asilva@example.net,Central,2026-05-25,Enterprise
439,Sara Hoffman,kenneth17@example.org,West,2025-01-04,Wholesale
440,Margaret Hensley MD,jacob83@example.org,West,2026-02-18,Wholesale
441,Francisco Taylor,rioswhitney@example.com,West,2025-05-12,Wholesale
442,Norman Aguilar,matthewreeves@example.net,East,2025-11-08,Wholesale
443,Karen Shepard,william28@example.org,East,2024-10-30,Wholesale
444,Carl Green,staceylam@example.net,West,2023-12-17,Retail
445,Daniel Savage,vfrench@example.com,North,2024-09-08,Retail
446,Julie Wilson,delacruzbrandy@example.net,East,2023-11-19,Retail
447,Cory Wilson,amoreno@example.org,Central,2024-03-22,Enterprise
448,Curtis Ortiz,tthomas@example.org,North,2023-12-04,Wholesale
449,Mr. Christopher Walters,hayesjason@example.org,West,2026-01-12,Enterprise
450,Katherine Gallagher,andersonryan@example.com,East,2025-04-18,Enterprise
451,John Smith,jessicadodson@example.com,North,2025-11-02,Enterprise
452,Michael Sims,jeremywiley@example.com,South,2024-02-17,Enterprise
453,Jonathan Torres,colonkenneth@example.com,North,2025-07-09,Wholesale
454,Linda Morgan,matthewvalenzuela@example.com,East,2024-05-19,Retail
455,Terry Burnett,perezjessica@example.org,Central,2024-06-24,Retail
456,Leah Jackson,jennifer06@example.net,Central,2024-09-01,Enterprise
457,Lisa Wheeler,stanleydesiree@example.org,Central,2023-10-14,Retail
458,Jennifer James,thomas23@example.net,East,2026-07-01,Retail
459,Elizabeth Stanley,cindy26@example.org,East,2025-10-03,Wholesale
460,Autumn Wilson,jimenezchelsea@example.com,South,2025-10-21,Retail
461,Heather Ortiz,benjamincrawford@example.org,West,2025-08-16,Retail
462,Aaron Powers,conleyelizabeth@example.org,North,2023-12-18,Retail
463,Angela Cummings,dawn74@example.com,South,2025-07-22,Wholesale
464,Robert Sawyer,michael56@example.net,East,2024-01-28,Retail
465,Peter Williams,elizabethjackson@example.com,East,2025-06-10,Enterprise
466,Debra Quinn,lisa21@example.com,North,2025-04-13,Retail
467,Denise Cruz,pmarsh@example.org,Central,2024-01-23,Retail
468,Nicholas Jarvis,dalepruitt@example.com,East,2025-12-31,Wholesale
469,Catherine James,cheryl27@example.com,West,2024-01-23,Enterprise
470,Jessica Brown,alexander89@example.net,East,2025-12-25,Retail
471,Tyler Marks,reynoldsjessica@example.com,North,2025-01-19,Wholesale
472,Margaret Hernandez,smithsarah@example.net,East,2025-07-30,Enterprise
473,Sheila Jones,vflores@example.com,West,2023-10-18,Enterprise
474,Krista Gray,christianwallace@example.net,North,2025-06-27,Retail
475,Jonathan Stewart,bmcgee@example.org,Central,2025-04-18,Retail
476,Justin Smith,,East,2023-12-20,Retail
477,Tracey Walsh,diamondbryant@example.com,East,2025-02-15,Wholesale
478,Ruth Richard,ann99@example.com,North,2026-05-17,Wholesale
479,Jesse Davis,aaronkelly@example.net,South,2024-10-27,Retail
480,Jacqueline Rodriguez,travisunderwood@example.net,South,2025-04-27,Enterprise
481,Levi Lopez,ylewis@example.org,East,2025-01-06,Retail
482,Jason House,bartonshannon@example.net,North,2026-02-01,Wholesale
483,Brandy Porter,,North,2025-11-01,Wholesale
484,Kristen Reynolds,xglass@example.org,Central,2026-01-15,Wholesale
485,Robert Garcia,william66@example.net,West,2024-08-20,Wholesale
486,Victor Waller,iballard@example.com,North,2026-02-21,Wholesale
487,Nicole Evans,jennifer83@example.org,Central,2024-06-21,Wholesale
488,Donna Reed,tinasantos@example.org,East,2025-09-21,Retail
489,Mallory Page,anna99@example.net,North,2025-05-10,Retail
490,Stephanie Ferguson,hstokes@example.org,West,2023-09-09,Enterprise
491,Anthony Brown,karen24@example.net,East,2024-08-24,Enterprise
492,Antonio Mueller,karenjohnson@example.com,East,2024-01-07,Retail
493,Megan Hoffman,juliahoffman@example.org,North,2025-10-02,Enterprise
494,Rebecca Roberts,housepaul@example.net,East,2024-11-28,Wholesale
495,Amy Manning,christinenorman@example.com,South,2024-07-16,Retail
496,Michele Holland,kimberlybrandt@example.com,East,2025-06-28,Retail
497,Michael Lopez,jillwilson@example.org,South,2025-05-27,Enterprise
498,Dennis Martin,adam72@example.org,West,2024-03-26,Wholesale
499,Linda Ayala,tracy98@example.com,Central,2023-11-22,Wholesale
500,Emily Robinson,abigailhartman@example.org,Central,2025-05-08,Enterprise
305,Eric Snyder,jacksonjoshua@example.com,North,2025-08-22,Wholesale
341,Sharon Martinez DVM,dustinmorris@example.org,West,2026-06-16,Retail
48,Diana May,ifrazier@example.com,South,2023-09-12,Retail
68,Michael Yates,marycalhoun@example.net,South,2025-11-07,Wholesale
480,Jacqueline Rodriguez,travisunderwood@example.net,South,2025-04-27,Enterprise
486,Victor Waller,iballard@example.com,North,2026-02-21,Wholesale
311,Krista Benton,nhahn@example.com,North,2024-10-26,Retail
32,Jordan York,larsonemma@example.org,Central,2025-04-19,Enterprise
250,William Daniels,ismall@example.net,West,2025-07-28,Wholesale
91,Bailey Duran DDS,kimberlyjames@example.com,North,2024-11-04,Enterprise
323,Joel Salinas,jacobsandoval@example.com,Central,2023-09-15,Enterprise
169,Joann Glass,michelle52@example.com,West,2023-11-15,Wholesale
120,Kathleen Aguilar,stevenking@example.com,West,2026-06-01,Enterprise
67,Morgan Marsh,tracynelson@example.com,North,2023-09-15,Wholesale
306,Heather Raymond,mwheeler@example.com,North,2024-01-14,Wholesale
